"","Year","ID1","code","ASAL","AvgTemp_MarMay","SDTemp_MarMay","Cum_DD_MarMay","HeatWDays_MarMay","MaxTemp_MarMay","AvgTemp_MarAug","SDTemp_MarAug","Cum_DD_MarAug","HeatWDays_MarAug","MaxTemp_MarAug","AvgTemp_OctDec","SDTemp_OctDec","Cum_DD_OctDec","HeatWDays_OctDec","MaxTemp_OctDec","SeasRain_MarMay","Prec2Months_MarMay","PrecStDev_MarMay","PrecCoefVar_MarMay","DrySpell_MarMay","DrSpell10_MarMay","DrSpell20_MarMay","MaxRain_MarMay","SeasRain_MarAug","Prec2Months_MarAug","PrecStDev_MarAug","PrecCoefVar_MarAug","DrySpell_MarAug","DrSpell10_MarAug","DrSpell20_MarAug","MaxRain_MarAug","SeasRain_OctDec","Prec2Months_OctDec","PrecStDev_OctDec","PrecCoefVar_OctDec","DrySpell_OctDec","DrSpell10_OctDec","DrSpell20_OctDec","MaxRain_OctDec","DrySpell4_MAM","DrySpell4_MAMJJA","DrySpell4_OND","HeatWDays_Mar","HeatWDays_Apr","HeatWDays_May","HeatWDays_Jun","HeatWDays_Jul","HeatWDays_Aug","HeatWDays_Sep","HeatWDays_Oct","HeatWDays_Nov","HeatWDays_Dec","DrySpell10_Mar","DrySpell4_Mar","DrySpell10_Apr","DrySpell4_Apr","DrySpell10_May","DrySpell4_May","DrySpell10_Jun","DrySpell4_Jun","DrySpell10_Jul","DrySpell4_Jul","DrySpell10_Aug","DrySpell4_Aug","DrySpell10_Sep","DrySpell4_Sep","DrySpell10_Oct","DrySpell4_Oct","DrySpell10_Nov","DrySpell4_Nov","DrySpell10_Dec","DrySpell4_Dec","name","Admin1","county","Admin2","Area","Yield","MT","west1","AvgTemp_OctDec_L1","SDTemp_OctDec_L1","Cum_DD_OctDec_L1","HeatWDays_OctDec_L1","MaxTemp_OctDec_L1","SeasRain_OctDec_L1","Prec2Months_OctDec_L1","PrecStDev_OctDec_L1","PrecCoefVar_OctDec_L1","DrySpell_OctDec_L1","DrSpell10_OctDec_L1","DrSpell20_OctDec_L1","MaxRain_OctDec_L1","DrySpell4_OND_L1","HeatWDays_Sep_L1","HeatWDays_Oct_L1","HeatWDays_Nov_L1","HeatWDays_Dec_L1","DrySpell10_Sep_L1","DrySpell4_Sep_L1","DrySpell10_Oct_L1","DrySpell4_Oct_L1","DrySpell10_Nov_L1","DrySpell4_Nov_L1","DrySpell10_Dec_L1","DrySpell4_Dec_L1"
"1-2011","2011","1",51333,0,20.2,0.8,1861,0,26.9,19.1,1.3,3522.3,0,25.6,19.3,0.6,1773.1,0,25.5,258.1,167.5,7.4,2.7,15.6,3.6,0.1,45.5,386.8,167.5,6.4,3.1,27,7.4,1.2,45.7,488.1,396,14.1,2.6,16.8,3.3,0.4,70.9,6.4,11.1,5.4,0,0,0,0,0,0,0,0,0,0,1,2,1,1.8,1,2.4,0.9,2.7,1,1.9,1,2.3,1,1.5,1.9,1.9,0.6,1.1,0.8,2.5,"Kiambu","Central","Kiambu","Kiambu",45789,0.94,43041.66,1,19.5,0.6,1796.4,0,26.4,271.4,206.2,6.4,2.2,19.8,1,0.7,42.9,5.5,0,0,0,0,0.7,2.2,0,1.8,0,1.6,1,2.1
"1-2012","2012","1",51333,0,19.9,1.2,1827.5,0,26.6,18.6,1.6,3431.4,0,24.9,19.3,0.7,1776.5,0,25.9,711.1,441.8,14.5,1.9,24.3,1.7,1.3,60.8,826.5,441.8,11.1,2.5,25.5,5.4,1.7,60.8,481,314.3,14.7,2.8,18.4,2,0.3,92.7,4.3,10.6,6,0,0,0,0,0,0,0,0,0,0,1,1.8,0,1,0.7,1.6,1,2.7,1,3.6,1.2,2,1.2,2.5,1,2.2,0,1.8,1,1.8,"Kiambu","Central","Kiambu","Kiambu",44821,1.26,56474.46,1,19.3,0.6,1773.1,0,25.5,488.1,396,14.1,2.6,16.8,3.3,0.4,70.9,5.4,0,0,0,0,1,1.5,1.9,1.9,0.6,1.1,0.8,2.5
"1-2013","2013","1",51333,0,19.7,1.2,1814.6,0,26.1,18.4,1.6,3390.5,0,24.5,19.4,0.7,1783.2,0,25.8,708.4,645.8,13.2,1.7,18.2,1.7,0.2,52,792,645.8,10.3,2.4,25.3,6.2,1.2,52,301.8,163.2,11,3.3,16.7,2.2,0,80.4,5.4,11.3,6.7,0,0,0,0,0,0,0,0,0,0,1,2.4,0,0.5,0.5,2.4,1.6,2.3,1.8,2.7,1.7,2.2,0.9,1.6,0.7,2.6,0.5,2.7,1,1.8,"Kiambu","Central","Kiambu","Kiambu",43210,1.02,43944.57,1,19.3,0.7,1776.5,0,25.9,481,314.3,14.7,2.8,18.4,2,0.3,92.7,6,0,0,0,0,1.2,2.5,1,2.2,0,1.8,1,1.8
"1-2014","2014","1",51333,0,19.8,0.8,1824.1,0,26.3,18.9,1.2,3475.8,0,25,19.6,0.6,1805.1,0,26.2,332.4,242.5,8.1,2.3,12.8,1.4,0,55.2,459.6,242.5,7.1,2.9,33,3.7,0.9,56.7,315.2,219.3,11.8,3.5,22.8,2.2,1.2,83.4,6.2,14,6.7,0,0,0,0,0,0,0,0,0,0,1,2.8,0,1.3,0.2,2.4,0.7,3.2,0.8,3.8,1,2,1,1.4,0.7,2.6,0.9,2.4,1,2,"Kiambu","Central","Kiambu","Kiambu",24450,0.61,14963.4,1,19.4,0.7,1783.2,0,25.8,301.8,163.2,11,3.3,16.7,2.2,0,80.4,6.7,0,0,0,0,0.9,1.6,0.7,2.6,0.5,2.7,1,1.8
"2-1981","1981","2",51334,0,19.9,0.9,1832.8,0,25.9,18.9,1.4,3472.5,0,24.3,19.8,0.8,1825.8,0,24.7,829.3,575.5,10.9,1.2,6.8,0.2,0,52,928.9,575.5,8.9,1.8,21.1,3.2,1.4,52,291.3,223.9,4.1,1.3,7,0,0,15.9,1,5.3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,1,1,0.7,2,1,1.3,1.2,2.3,0,1,0,1,0,3,"Kirinyaga","Central","Kirinyaga","Kirinyaga",26633,2.28,60769,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-1982","1982","2",51334,0,20.4,1.1,1876.7,0,25.8,19.4,1.4,3561,0,24.4,19.3,0.7,1774.1,0,25.3,547.5,320.4,12.5,2.1,10.6,1.3,0,73.7,634.1,320.4,9.5,2.8,14.2,4.1,0.2,73.7,532,454.5,12.8,2.2,14,0.9,0.2,61.6,6.2,15.2,7,0,0,0,0,0,0,0,0,0,0,1,3,0,0.5,0.3,2.5,0.5,3.2,1,2.8,0.5,3,0.2,2.4,0.4,2,0.2,2.2,0.5,3,"Kirinyaga","Central","Kirinyaga","Kirinyaga",32855,1.57,51746,1,19.8,0.8,1825.8,0,24.7,291.3,223.9,4.1,1.3,7,0,0,15.9,5,0,0,0,0,1.2,2.3,0,1,0,1,0,3
"2-1983","1983","2",51334,0,21.4,1,1970.3,0,26.7,20.1,1.6,3692.6,0,25.3,19.8,0.7,1825.9,0,25.2,546.8,384.6,14.2,2.4,15.1,1.3,0.4,79.5,624.2,384.6,10.5,3.1,23.2,4,1.1,79.5,342.3,229.4,7.9,2.1,18,1.7,0.5,51.6,4.5,11.6,4.1,0,0,0,0,0,0,0,0,0,0,1.3,2.6,0,1.5,0,0.4,0.5,2.5,1,3,1.2,2.3,0.7,1.8,1,1.5,0,0.3,0.7,2.3,"Kirinyaga","Central","Kirinyaga","Kirinyaga",28929,1.8,52073,1,19.3,0.7,1774.1,0,25.3,532,454.5,12.8,2.2,14,0.9,0.2,61.6,7,0,0,0,0,0.2,2.4,0.4,2,0.2,2.2,0.5,3
"2-1984","1984","2",51334,0,20.9,0.9,1919.4,0,25.8,19.4,1.7,3578.8,0,24.3,19,0.7,1746.6,0,24.8,271,227.2,7.3,2.5,17.8,2.7,0.3,41.5,336.4,227.2,5.4,3,34.4,4.9,1.5,41.5,485.2,421.9,9.3,1.8,19,1,0,46.3,6.4,10.7,4.7,0,0,0,0,0,0,0,0,0,0,1.7,1.7,0,2,1,2.7,1.2,1.8,0.8,2.4,0.7,1.8,1,1.7,0,1,0,1.5,1,2.2,"Kirinyaga","Central","Kirinyaga","Kirinyaga",32046,1.01,32278,1,19.8,0.7,1825.9,0,25.2,342.3,229.4,7.9,2.1,18,1.7,0.5,51.6,4.1,0,0,0,0,0.7,1.8,1,1.5,0,0.3,0.7,2.3
"2-1985","1985","2",51334,0,20.1,0.9,1852.1,0,25.9,18.9,1.5,3475.1,0,24.3,19.3,0.7,1779.6,0,24.7,671.2,491.4,15.4,2.1,13.3,1.2,0,101.7,762.1,491.4,11.5,2.7,19.3,3.1,0.5,101.7,305.2,272.2,8.3,2.5,12.2,1.2,0,55.3,4.4,11.1,8,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0.2,1.4,0.7,2,0.7,3.2,1,2.1,0.7,1.5,0.2,2.8,0.3,2.4,0.7,2.8,"Kirinyaga","Central","Kirinyaga","Kirinyaga",27425,1.33,36475,1,19,0.7,1746.6,0,24.8,485.2,421.9,9.3,1.8,19,1,0,46.3,4.7,0,0,0,0,1,1.7,0,1,0,1.5,1,2.2
"2-1986","1986","2",51334,0,20.4,1.1,1872.5,0,26,19,1.7,3498.6,0,24.2,19.9,0.9,1834.1,0,25.5,579.6,410.1,14,2.2,18.4,3.5,0.2,80.6,652.3,410.1,10.4,2.9,25.7,6.3,1.6,80.6,426.6,350.1,10.1,2.2,12,2,0,53.8,5.1,11.1,6.3,0,0,0,0,0,0,0,0,0,0,1.8,2.8,0,0.7,1.7,2.3,1.5,2,1.5,2.5,1,2.6,1.5,2,0.5,2,0,1.2,1.5,3.1,"Kirinyaga","Central","Kirinyaga","Kirinyaga",33479,1.48,49388,1,19.3,0.7,1779.6,0,24.7,305.2,272.2,8.3,2.5,12.2,1.2,0,55.3,8,0,0,0,0,0.7,1.5,0.2,2.8,0.3,2.4,0.7,2.8
"2-1987","1987","2",51334,0,21.5,1.2,1979.2,0,26.4,19.9,1.9,3664.6,0,24.8,20.8,0.8,1911.2,0,25.5,419.3,266.6,13.1,2.9,19.5,1.9,0.4,89.8,547,266.6,9.7,3.3,27.8,4.4,1.8,89.8,275.7,251.3,9.5,3.2,16.9,2.2,0.5,65.4,5.6,10.1,9.2,0,0,0,0,0,0,0,0,0,0,1.2,2.5,0,2.5,0.7,1.6,1,1,1,1.6,0.2,2.4,0.7,2,1,3,1,1.5,0,4,"Kirinyaga","Central","Kirinyaga","Kirinyaga",24832,1.35,33523,1,19.9,0.9,1834.1,0,25.5,426.6,350.1,10.1,2.2,12,2,0,53.8,6.3,0,0,0,0,1.5,2,0.5,2,0,1.2,1.5,3.1
"2-1988","1988","2",51334,0,20.8,1.1,1910.5,0,26.5,19.5,1.6,3589.2,0,25.1,19.3,0.8,1771.9,0,24.8,726.1,595.8,12,1.5,14,1,0,52.7,834.6,595.8,9.5,2.1,17.7,4.5,0.2,52.7,484.5,369.4,9.9,1.9,15.1,1.3,0,51.4,4,11.6,6.6,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,1,2,0.2,3.8,0.5,2.8,1,3.8,0,3,1,1,0.3,3.3,"Kirinyaga","Central","Kirinyaga","Kirinyaga",31284,1.8,56310,1,20.8,0.8,1911.2,0,25.5,275.7,251.3,9.5,3.2,16.9,2.2,0.5,65.4,9.2,0,0,0,0,0.7,2,1,3,1,1.5,0,4
"2-1989","1989","2",51334,0,19.9,0.8,1830.6,0,25.6,18.7,1.5,3443.1,0,24.2,19.3,0.6,1778,0,25.1,528.7,371.7,12.3,2.1,15.9,3,0,59.1,610.9,371.7,9.2,2.8,23.8,5.7,1.2,59.1,440.4,359.8,10.7,2.2,16,1.3,0.2,75.3,6.4,11.4,4.8,0,0,0,0,0,0,0,0,0,0,1,3.2,1,1.2,1,2.2,1,2.2,1,2.9,0.7,2.3,0.7,1,0,1.9,0.3,1.7,1,1,"Kirinyaga","Central","Kirinyaga","Kirinyaga",29820,1.53,45624,1,19.3,0.8,1771.9,0,24.8,484.5,369.4,9.9,1.9,15.1,1.3,0,51.4,6.6,0,0,0,0,1,3.8,0,3,1,1,0.3,3.3
"2-1990","1990","2",51334,0,19.9,0.7,1828.7,0,24.7,18.8,1.3,3462.4,0,23.7,19.5,0.8,1794.6,0,24.9,688.1,551.9,15,2,11.4,1.2,0,98.8,746.7,551.9,11.2,2.8,19.3,3.7,0.9,98.8,459.1,348.4,13.8,2.8,18.2,2,0,86,4.4,12.4,5.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1.7,0.5,2.4,0.7,3,0.7,3.3,1,2.7,0.5,1.7,1,2.3,0,0.2,1,3,"Kirinyaga","Central","Kirinyaga","Kirinyaga",25980,1.66,43170,1,19.3,0.6,1778,0,25.1,440.4,359.8,10.7,2.2,16,1.3,0.2,75.3,4.8,0,0,0,0,0.7,1,0,1.9,0.3,1.7,1,1
"2-1991","1991","2",51334,0,20.7,0.7,1900.2,0,26.3,19.3,1.6,3553,0,24.5,19.7,0.7,1808.8,0,25.2,476.6,266.4,15.5,2.9,19.8,2.5,0.6,102.7,559.9,266.4,11.4,3.6,25.7,4.4,1.7,102.7,308.4,242.9,10.5,3.1,14,2.5,0,77.7,5,10.7,5.7,0,0,0,0,0,0,0,0,0,0,1.4,1.4,1.1,2,0,1.6,1,1.5,0.4,1.4,0.5,2.5,1,1.2,1.2,2.7,0,0.7,0,3,"Kirinyaga",NA,NA,NA,NA,NA,NA,NA,19.5,0.8,1794.6,0,24.9,459.1,348.4,13.8,2.8,18.2,2,0,86,5.5,0,0,0,0,0.5,1.7,1,2.3,0,0.2,1,3
"2-1992","1992","2",51334,0,21,1.2,1936.5,0,26.7,19.5,1.9,3579.4,0,24.7,19.9,0.7,1214.4,0,25.3,497.9,305.6,15.5,2.8,27.1,2.2,1.8,98.4,567.1,305.6,11.2,3.6,30.3,4.1,2,98.4,418.7,305.9,12.5,2.7,12.6,0.8,0,86.3,4.7,13.7,5.6,0,0,0,0,0,0,0,0,0,0,1,1.3,0.2,2.2,1,1.2,0.7,3.6,0.5,3,0.5,3.2,0.5,2.5,0,1,0.2,2,0.6,2.6,"Kirinyaga","Central","Kirinyaga","Kirinyaga",21651,1.35,29228.85,1,19.7,0.7,1808.8,0,25.2,308.4,242.9,10.5,3.1,14,2.5,0,77.7,5.7,0,0,0,0,1,1.2,1.2,2.7,0,0.7,0,3
"2-1993","1993","2",51334,0,20.5,0.8,1889.1,0,26.3,19.3,1.5,3548.4,0,24.6,20.1,0.7,1847.3,0,25.5,360.1,228.3,11.3,2.8,19.4,2.2,0.5,80.1,427.9,228.3,8.3,3.5,25.2,6,1.2,80.1,323.5,269.3,7.3,2.1,19,1,0.5,40.6,5.5,10.8,5.4,0,0,0,0,0,0,0,0,0,0,0.8,2.8,0.8,1.2,0.7,2,1,2,0,2.7,1.5,3,1.4,3,0,3.6,0,0,1,1.8,"Kirinyaga",NA,NA,NA,NA,NA,NA,NA,19.9,0.7,1214.4,0,25.3,418.7,305.9,12.5,2.7,12.6,0.8,0,86.3,5.6,0,0,0,0,0.5,2.5,0,1,0.2,2,0.6,2.6
"2-1994","1994","2",51334,0,20.9,0.9,1921.7,0,26.4,19.6,1.6,3598.7,0,24.7,19.7,0.9,1810.2,0,24.8,539.3,382.4,12.1,2.1,14.3,0.8,0,65.5,630.7,382.4,9,2.6,16.2,2.9,0,65.5,590.7,528,17.2,2.7,11.3,1.4,0,91.7,4.6,12.1,7.8,0,0,0,0,0,0,0,0,0,0,0.8,3,0,1.7,0,0.9,0.7,3,0,2.6,1,2.5,1.2,1.5,0.7,2.5,0.7,2.3,0,2.7,"Kirinyaga","Central","Kirinyaga","Kirinyaga",23896,1.75,41764.32,1,20.1,0.7,1847.3,0,25.5,323.5,269.3,7.3,2.1,19,1,0.5,40.6,5.4,0,0,0,0,1.4,3,0,3.6,0,0,1,1.8
"2-1995","1995","2",51334,0,20.5,0.7,1888.7,0,25.8,19.4,1.3,3578.1,0,24.6,19.6,0.7,1804.2,0,25,541,382.3,18.3,3.1,19,3.6,0,118.6,627.1,382.3,13.2,3.9,27.3,5.2,1.6,118.6,435.8,338.8,11.2,2.4,17,2,0,80,7.1,13.2,4.3,0,0,0,0,0,0,0,0,0,0,1,2.8,0.6,3.1,2,2,0.7,1.9,0.7,2,0.7,2.7,0.8,2.4,0,2,0,0.3,2,2,"Kirinyaga","Central","Kirinyaga","Kirinyaga",25596,1.38,35244.99,1,19.7,0.9,1810.2,0,24.8,590.7,528,17.2,2.7,11.3,1.4,0,91.7,7.8,0,0,0,0,1.2,1.5,0.7,2.5,0.7,2.3,0,2.7
"2-1996","1996","2",51334,0,20.9,0.8,1923.4,0,26.3,19.4,1.7,3561.7,0,24.3,20,0.9,1838.1,0,25.5,355.3,217.3,9.5,2.5,23.3,2.2,0.9,53.2,448.3,217.3,7.1,3,30,3.9,1.9,53.2,273.4,246.5,10.5,3.4,14.8,1.4,0,85.9,3,8,5.7,0,0,0,0,0,0,0,0,0,0,1.2,1.5,1,1.3,0,0.2,0.7,1.8,0.7,2.6,0.9,1.8,1.3,1.8,0.5,3.2,0.2,0.4,0.7,1.8,"Kirinyaga",NA,NA,NA,NA,NA,NA,NA,19.6,0.7,1804.2,0,25,435.8,338.8,11.2,2.4,17,2,0,80,4.3,0,0,0,0,0.8,2.4,0,2,0,0.3,2,2
"2-1997","1997","2",51334,0,20.5,1.2,1889.5,0,26.2,19.7,1.3,3619.4,0,25,19.5,0.6,1794.8,0,24,644.9,529.4,14,2,26.2,2,2,61.4,719.9,529.4,10.7,2.8,36.1,4.3,2.5,62.3,837.6,671.5,20.5,2.2,12.6,2.3,0,108.8,3.6,9.6,7.8,0,0,0,0,0,0,0,0,0,0,1,1.3,0,1,1,1.3,0.7,1.8,1,2.8,1,2,0.7,1.8,1.1,3,0.2,1.8,1,3,"Kirinyaga","Central","Kirinyaga","Kirinyaga",25690,1.35,34681.5,1,20,0.9,1838.1,0,25.5,273.4,246.5,10.5,3.4,14.8,1.4,0,85.9,5.7,0,0,0,0,1.3,1.8,0.5,3.2,0.2,0.4,0.7,1.8
"2-1998","1998","2",51334,0,21,0.7,1933,0,26.3,19.5,1.7,3596.9,0,24.5,19.9,0.6,1828.4,0,25.7,631.4,306.4,14.9,2.2,18.8,2.3,0.7,74.6,795.1,306.4,12,2.8,22.2,4.5,2.1,79.5,228.9,210.3,8.6,3.7,14.2,2.3,0,68.7,6.3,13.6,7.2,0,0,0,0,0,0,0,0,0,0,1,1.9,0,3,1,1.2,1,1,0.2,3,1,3.5,0.7,1.5,0,2.7,0.3,1.8,2,3,"Kirinyaga","Central","Kirinyaga","Kirinyaga",24090,1.08,26057.16,1,19.5,0.6,1794.8,0,24,837.6,671.5,20.5,2.2,12.6,2.3,0,108.8,7.8,0,0,0,0,0.7,1.8,1.1,3,0.2,1.8,1,3
"2-1999","1999","2",51334,0,20.6,1,1894.3,0,26.1,19.5,1.4,3587.6,0,24.8,19.5,0.9,1790.2,0,24.5,379,297,8.2,2,10.4,0.8,0,56.7,446.2,297,6.1,2.6,22.4,2.2,0.9,56.7,489.6,375.3,17.3,3.2,22.2,2,0.7,119.7,3.8,10.9,6.2,0,0,0,0,0,0,0,0,0,0,0.8,2,0,0.5,0,1.3,0.7,2.5,0.2,2.4,0.7,1.8,1.2,1.5,1,2,0.3,1.8,0.7,1.9,"Kirinyaga","Central","Kirinyaga","Kirinyaga",25355,0.77,19463.4,1,19.9,0.6,1828.4,0,25.7,228.9,210.3,8.6,3.7,14.2,2.3,0,68.7,7.2,0,0,0,0,0.7,1.5,0,2.7,0.3,1.8,2,3
"2-2000","2000","2",51334,0,21,0.8,1936.2,0,24.7,19.7,1.5,3627.3,0,23.7,20.2,0.6,1857.6,0,24.8,235.8,169.4,7.4,2.9,24.6,2.2,0.8,42.6,293.3,169.4,5.4,3.4,25.2,4.1,1.3,42.6,337.2,269.7,10.4,2.8,15.3,2.9,0,59.9,7,14.8,6.3,0,0,0,0,0,0,0,0,0,0,1,1.5,1,3,0.2,2.7,0.7,3.1,0.4,2.7,0.7,2.5,1,2.3,0.5,2.2,0.6,1.4,1.3,2.7,"Kirinyaga","Central","Kirinyaga","Kirinyaga",23500,0.41,9630,1,19.5,0.9,1790.2,0,24.5,489.6,375.3,17.3,3.2,22.2,2,0.7,119.7,6.2,0,0,0,0,1.2,1.5,1,2,0.3,1.8,0.7,1.9
"2-2001","2001","2",51334,0,20.4,0.7,1876.1,0,26.3,19.3,1.4,3543.7,0,24.5,19.9,0.8,1828.5,0,25.2,566.2,464.3,14.1,2.3,18.6,2,0.4,98.8,637.6,464.3,10.4,3,19.9,4.6,0.8,98.8,365.3,330.1,17,4.3,15.2,0.9,0.3,143.1,3.5,11.8,5.6,0,0,0,0,0,0,0,0,0,0,1,1.6,1,1.3,0,0.6,0.7,3.1,1.2,2.7,0.7,2.5,1,1.5,0.2,1.9,0.7,1.4,0,2.3,"Kirinyaga","Central","Kirinyaga","Kirinyaga",27000,0.72,19440,1,20.2,0.6,1857.6,0,24.8,337.2,269.7,10.4,2.8,15.3,2.9,0,59.9,6.3,0,0,0,0,1,2.3,0.5,2.2,0.6,1.4,1.3,2.7
"2-2002","2002","2",51334,0,20.5,0.9,1890.3,0,26.7,19.3,1.5,3554.3,0,24.7,19.7,0.7,1815.5,0,25.3,632.3,425.7,14.9,2.2,20.5,2,1,73.3,705.5,425.7,11,2.9,26.6,3.9,1,73.3,405.5,297.9,9.8,2.3,16.8,1.8,0,58.3,5.7,12.7,5.7,0,0,0,0,0,0,0,0,0,0,0,3.5,1,1.2,1,1,0.7,3.5,0.4,2.5,0.2,2.4,0.5,3.2,0,1.4,0.5,2.9,1,1.2,"Kirinyaga","Central","Kirinyaga","Kirinyaga",26700,0.98,26193,1,19.9,0.8,1828.5,0,25.2,365.3,330.1,17,4.3,15.2,0.9,0.3,143.1,5.6,0,0,0,0,1,1.5,0.2,1.9,0.7,1.4,0,2.3
"2-2003","2003","2",51334,0,21,0.9,1931.7,0,26.3,19.6,1.6,3609.3,0,24.6,20,0.7,1843.5,0,25.5,582.2,331.2,13.9,2.2,22,2.5,1,64,655.7,331.2,10.3,3,25.2,5,2.1,64,381.1,310.8,9,2.2,21,1,1,67.8,4.2,11,3.9,0,0,0,0,0,0,0,0,0,0,1,1.4,0.5,1.8,1,1,1,2.5,0.7,3.5,0.5,2.4,1.2,2.2,0,0.6,0,1.3,1,2,"Kirinyaga","Central","Kirinyaga","Kirinyaga",27100,0.91,24552,1,19.7,0.7,1815.5,0,25.3,405.5,297.9,9.8,2.3,16.8,1.8,0,58.3,5.7,0,0,0,0,0.5,3.2,0,1.4,0.5,2.9,1,1.2
"2-2004","2004","2",51334,0,20.8,0.8,1912.3,0,26.4,19.6,1.4,3600.2,0,24.7,20.1,0.7,1851.4,0,24.8,288.7,218.1,8.8,2.8,23.2,2.6,1,54,339.7,218.1,6.4,3.5,25.3,4.8,1.9,54,337.6,286.1,10.6,2.9,20.9,1.7,0.7,81.1,5.5,12.3,6.1,0,0,0,0,0,0,0,0,0,0,1,1.3,0.5,2,0.6,2.2,0.7,2.1,0.6,3.5,1.2,2.3,0.5,1.7,1.3,2,0,1.2,0.4,2.8,"Kirinyaga","Central","Kirinyaga","Kirinyaga",25355,0.77,19465,1,20,0.7,1843.5,0,25.5,381.1,310.8,9,2.2,21,1,1,67.8,3.9,0,0,0,0,1.2,2.2,0,0.6,0,1.3,1,2
"2-2005","2005","2",51334,0,21.3,1,1959.1,0,25.8,19.7,1.8,3626.6,0,24.6,20.5,0.5,1887.5,0,25,438.2,220.4,13.1,2.7,17.8,3.5,0,73.8,534.5,220.4,9.6,3.3,22.9,5.3,0.2,73.8,222.1,205.8,5.2,2.1,24.5,1,1,28,6.4,14.7,5.2,0,0,0,0,0,0,0,0,0,0,1,2,0.5,1.5,1,2.9,0.9,2.6,0.4,2.8,0.2,3.3,1,2.2,0,2.2,0,2,1,1,"Kirinyaga","Central","Kirinyaga","Kirinyaga",25000,0.8,19892,1,20.1,0.7,1851.4,0,24.8,337.6,286.1,10.6,2.9,20.9,1.7,0.7,81.1,6.1,0,0,0,0,0.5,1.7,1.3,2,0,1.2,0.4,2.8
"2-2006","2006","2",51334,0,20.9,0.8,1920.6,0,26.3,19.8,1.4,3636.4,0,24.3,20,0.6,1841.8,0,25.5,501.4,340.8,13.6,2.5,18.9,1.7,0.4,81.7,565.5,340.8,10,3.2,21.9,4.2,1.3,81.7,790.5,574.7,18,2.1,21.6,2.3,1,91.8,6.6,14.7,5.1,0,0,0,0,0,0,0,0,0,0,1.1,2,0.2,3.1,0.4,1.5,0.7,1.8,0.9,2.5,1,2.5,0.5,3,1,2,0.3,1.7,1,1.4,"Kirinyaga","Central","Kirinyaga","Kirinyaga",24224,1.3,31503,1,20.5,0.5,1887.5,0,25,222.1,205.8,5.2,2.1,24.5,1,1,28,5.2,0,0,0,0,1,2.2,0,2.2,0,2,1,1
"2-2007","2007","2",51334,0,21,0.7,1929.9,0,26.2,19.7,1.5,3625.6,0,25,19.9,0.6,1829,0,24,451.3,266.3,15.5,3.1,15.5,2.9,0.3,112.4,568.8,266.3,11.7,3.8,21.2,5.3,1,112.4,366.6,325.2,8.9,2.3,10.3,0.4,0,49.4,5.6,11.8,5.1,0,0,0,0,0,0,0,0,0,0,1,1.5,0.6,2.6,0.9,1.8,0.7,1.7,1,1.8,0.4,2.7,1.5,2,0,1.2,0.2,1.9,0.2,2,"Kirinyaga","Central","Kirinyaga","Kirinyaga",18932,2.28,43075,1,20,0.6,1841.8,0,25.5,790.5,574.7,18,2.1,21.6,2.3,1,91.8,5.1,0,0,0,0,0.5,3,1,2,0.3,1.7,1,1.4
"2-2008","2008","2",51334,0,20.5,0.8,1883,0,26.3,19.4,1.4,3561.1,0,24.5,20.2,0.7,1860.1,0,25.7,381.1,337,10.4,2.5,16.1,3,0,64,448.4,337,7.6,3.2,21.3,5.4,0.4,64,328.9,303.7,11.8,3.3,23.7,2.6,1,69.1,4.6,12.1,6.1,0,0,0,0,0,0,0,0,0,0,1,1.3,0.2,2.3,0.2,2,0.7,1.8,0.7,2.7,0.7,2.8,0.7,1.6,0.9,3.1,1,1.4,0.7,2.7,"Kirinyaga","Central","Kirinyaga","Kirinyaga",23545,0.35,8217.21,1,19.9,0.6,1829,0,24,366.6,325.2,8.9,2.3,10.3,0.4,0,49.4,5.1,0,0,0,0,1.5,2,0,1.2,0.2,1.9,0.2,2
"2-2009","2009","2",51334,0,21.5,0.9,1980.8,0,26.1,20.2,1.6,3723.8,0,24.8,20.5,0.6,1882.2,0,24.5,314.2,215.1,8.6,2.5,15.8,2,0,50.8,358.5,215.1,6.3,3.3,25.2,4.2,0.5,50.8,372.3,294.9,10.2,2.5,13.6,1.2,0,81.1,8.2,15.8,4,0,0,0,0,0,0,0,0,0,0,2,2,0,3.7,0,2.5,0.7,2.6,1,2.5,0.7,2.8,1,3,0.2,2,0,0,1,1.7,"Kirinyaga","Central","Kirinyaga","Kirinyaga",31935,1.72,54778.77,1,20.2,0.7,1860.1,0,25.7,328.9,303.7,11.8,3.3,23.7,2.6,1,69.1,6.1,0,0,0,0,0.7,1.6,0.9,3.1,1,1.4,0.7,2.7
